idiom,num_contexts,french_contexts,english_translations
ah le vache,5,"Salut. Ah la vache, ils sont costauds, ceux-là. ||| Ah la vache ! ||| Ah la vache, c'est le saumon. ||| Ah la vache! ||| Ah la vache !","Oh my God, who's winning so far? ||| Holy cow! ||| It's the salmon guy! ||| - Holy moly. ||| Holy cow!"
passer le arme à gauche,5,J'attends qu'il passe l'arme à gauche. ||| De quoi il héritera quand ses parents passeront l'arme à gauche ? ||| Vous avez enfin passé l'arme à gauche? ||| Un type normal aurait passé l'arme à gauche et serait mort. ||| Je croyais... qu'il avait passé l'arme á gauche.,"I'm waiting him out. ||| What's he gonna inherit when his parents croak? ||| Are you finally dead, old man? ||| I mean, any normal man would have just turned up his toes and died. ||| But I thought... he was long gone."
pipi de chat,5,"A des implications bien au-delà de la sécurité nationale, ...A côté, la guerre froide, c'est du pipi de chat. ||| Là, c'est tu pipi de chat. ||| Mais c'est du pipi de chat ! ||| Et ça, c'est du pipi de chat ? ||| Tu as entendu beaucoup de voix... mais comparé à moi, c'est du pipi de chat.","Has implications that go so far beyond national security The cold war seems like a case of the sniffles. ||| This is fuckin' nothin'. ||| No big deal. ||| This, of course, is chopped liver, huh? ||| You may have heard a lot of singers... but you ain't heard nothing sung till you heard me sung it."
pleurer comme un madeleine,5,"Je me démène pour qu'ils soient adoptés, et pleure comme une madeleine quand ils partent. ||| Oui, je pleurais comme une madeleine, mais j'en ai fini avec les larmes. ||| Je le regarde, et Mr Beau-Gosse, ici présent, pleure comme une madeleine. ||| elle a même pleuré comme une madeleine parce qu'il lui manquait. ce n'est pas comme si je n'avais pas utilisé Hye Ri. ||| Une année, il m'a apporté une Barbie et j'ai pleuré comme une madeleine.","I work like fury to get them adopted and then cry like a fool when they go. ||| Yes, I used to weep salt tears about it, but I've done with tears forever, okay? ||| I look over, and Pretty Boy here is bawling his eyes out. ||| Lawyer. His name was Seo-Dong-Gun. Do you know him, by any chance? ||| He brought me a barbie and i bailed my eyes out."
pleuvoir un corde,5,"J'en suis sûre. Il commence à pleuvoir des cordes, Jack. ||| Cours, il pleut des cordes. ||| Il est con. Il pleut des cordes, et il veut baiser. ||| Il pleut des cordes. ||| Oui, il pleuvait des cordes.","It's starting to rain pretty hard, Jack. ||| Run, it's pouring rain. ||| He's nuts. lt's raining like hell, and he wants a fuck. ||| It's raining cats and dogs. ||| Yes, it rained cats and dogs, as you say."
poser un lapin,5,"Elle ne va plus jamais me reparler si je lui pose un lapin. ||| Et pour la troisième fois d'affilée, tu m'as posé un lapin. ||| Je t'ai posé un lapin. ||| Tu me poses un lapin et tout ce que tu dis, c'est ""désolé"" ? ||| Tu poses un lapin à ta sœur ?","She's never gonna talk to me again after standing her up. ||| And that's the third time in a row you stood me up. ||| I stood you up. - It wasn't a date. ||| You stood me up and your only explanation is ""sorry""? ||| Are you really standing up your sister for work?"
prendre le tête,5,"Je sais qu'il est ici, et ça me prend la tête. ||| Tu me prends la tête quand je bosse là-dessus ? ||| J'aimerais manger sans qu'on me prenne la tête. ||| Il a pris la tête et fonça vers la clôture. ||| Savage prend la tête pour Angkor ! - Allez, Savage !",I know that he's over there right now and it's drilling a hole in my brain. ||| You come at me when I'm dealing with this shit? ||| I would like to eat in peace. ||| When he took the lead he fought for the rail. ||| Savage now in the lead for angkor.
prendre son courage à deux main,5,"Prendre son courage à deux mains pour dire à Rogelio qu'elle avait fait vœu de chasteté était plus difficile que ce que Xiomara pensait. ||| Mike prit son courage à deux mains pour aller voir son frère. ||| Je prends mon courage à deux mains. ||| Alors elle a pris son courage à deux mains pour faire la fille mature de fac. ||| Quand il est arrivé, j'ai pris mon courage à deux mains pour aborder le sujet.","Working up the courage to tell Rogelio about her vow of chastity was proving harder than Xiomara had anticipated. ||| So Mike sucked it up and went over to his brother's house. ||| Start getting a little brave. ||| So she dug down deep and did the only thing a mature college woman could do. ||| When he did arrive, I had the courage to get to the heart of the matter."
prendre son jambe à son cou,5,"Prenez vos jambes à votre cou. ||| - Prends tes jambes à ton cou ! ||| Vous voyez un rat,Et vous prenez vos jambes a votre cou ? ||| J'ai pris mes jambes à mon cou. ||| Et vous avez pris vos jambes à votre cou.","By all means... run. ||| Now, run away! ||| You see one rat, turn tail and run? ||| I ran out of here like the place was on fire. ||| And you ran away as fast as you could."
péter un câble,5,"Elle a pété un câble. ||| J'ai toujours peur que tu pètes un câble et que tu le tues... ||| Je vais péter un câble. ||| Tu as pété un câble, détenue ? ||| Tous les clients m'en offrent un. Le soir, je pète un câble","She's kinda freakin' out. ||| I'm just scared of you going nuts and hurting Uncle Dee. ||| I'm going to go out of my mind. ||| - Are you out of your mind, inmate? - Hey. ||| Wherever I deliver mail, they offer me some, by evening I'm a wreck."
quand le poule avoir un dent,5,"Tu feras ça pour moi quand les poules auront des dents. ||| Mais, elle sera ravie de vous rappeler, quand les poules auront des dents. ||| Ouais, quand les poules auront des dents! ||| - Quand les poules auront des dents. ||| - Je quitterai ma ferme... quand les poules auront des dents!","The day you do this for me, pigs will fly! ||| But, she'll be happy to return your call, when hell freezes over. ||| Yeah, about the time you get your third set of teeth. ||| -When fish ride bicycles. ||| - Ain't leaving my house for nothing. Not in a hundred years!"
quelque chose qui cloche,5,"- Je ne suis pas sûr. Il y a quelque chose qui cloche. ||| Il y a quelque chose qui cloche chez moi ? ||| Pas qu'il y ait quelque chose qui cloche avec ton look. ||| Armistead MAUPIN Ecrivain dans notre quotidien. Quand on est homo et qu'on n'en voit jamais le reflet dans les films, on se dit qu'il y a quelque chose qui cloche. ||| Rick, il y a quelque chose qui cloche avec la radio.","-I'm not sure but... something doesn't add up. ||| Is there something wrong with me? ||| Not that there's a damn thing wrong with them. ||| When you're gay... and don't see that reflected in any way ever in the movies... you began to feel that something truly is wrong. ||| Rick. Rick, there's something wrong with the radio."
raconter un salade,5,"Tu crois que je raconte des salades ? - C'est ça ? ||| Il nous a raconté des salades, puis nous a drogués et enfermés dans un frigo. ||| Ça t'autorise pas à raconter des salades. ||| Lave tes mains et arrête de raconter des salades. ||| Ma maman à moi, elle me pinçait quand je racontais des salades.","Are you calling me a liar? ||| He tells us this crazy story, then he drugs us and locks us in a freezer. ||| If I lied, ||| Wash your hands and no more bullshit. ||| - My mom used to pinch me when I lied."
ramener son fraise,5,"Qu'elle ramène sa fraise ici. ||| C'est un peu tard pour que ton vagin ramène sa fraise. ||| Bon... s'il ramène sa fraise, ou s'il appelle... ||| Warwick a ramené sa fraise. ||| Et va savoir qui va ramener sa fraise !","Have her get her ass over here. ||| Bit late in the day for your vagina to chime in. ||| So... if he fuckin' shows up or anything, or if he fuckin' calls. ||| Warwick came sniffing around. ||| Who knows who's gonna be coming along in that time?"
rendre le âme,5,"""Ceux qui rendent l'âme ne se rétablissent jamais."" ||| Oui, il vient de rendre l'âme. ||| Mais moi, je suis sur le point de rendre l'âme. ||| Alors, tu as finalement rendu l'âme, Batman? ||| Jusqu'à ce qu'elle rende l'âme.","""Those who do die, do never recover. "" ||| Yeah, he just expired. ||| I'm the one in trouble. ||| I see you finally shuffled off this mortal coil, Batman. ||| Until she passed."
revenir à son mouton,5,"Revenons à nos moutons, parlons un peu de vos parents adoptifs. ||| Bien, si l'on pouvais revenir à nos moutons. ||| Bon, revenons à nos moutons. ||| Fei-yu, abrège. Revenons à nos moutons. ||| Revenons à nos moutons.","Let's get back to our topic, let's talk about your foster parents. ||| Right, if we could just bring all this to order... ||| - All right, back to business. - Ho, ho, ho! ||| Shi Yu, just get to the point, can you? ||| Let me get down to brass tacks."
rouler sur le or,5,"Ils ont l'air de rouler sur l'or. ||| Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or. ||| Je roule sur l'or, ils rament. ||| Comme si on roulait sur l'or ! ||| Votre ami Reese roule sur l'or, à présent.","They must be doing very well. ||| When the public look at me, they see an ambitious, confident woman, destined to rule over millions. ||| That's why we drive Benz, they take bus ||| Haven't we had enough of two-bit prizes? ||| Your friend Reese... he's in the big time now."
se en mettre plein le poche,5,"Nous ne pouvons nous permettre d'être déroutés par un nouveau joueur de flûte dont les intérêts ne sont que de s'en mettre plein les poches. ||| Je veux dire du recel d'armes c'est comme ça qu'ils s' en mettent plein les poches. ||| La technologie en soi, on s'en fout complètement. Tout ce qu'on veut, c'est s'en mettre plein les poches. ||| Ces messieurs se servent, s'en mettent plein les poches et nous oublient. ||| Il s'en met plein les poches. J'en ai côtoyé, aux Moeurs.","We cannot afford to be led astray by a latter-day pied piper whose interests begin and end with lining his own pockets. ||| Yeah, well, I mean, dealing weapons-- that's how they make the big bucks. ||| We don't give two shits about how technology works because all we care about is getting fucking rich. ||| The rich people that we serve will put the money in their pockets and forget about us. ||| I met people like him in Vice."
se envoyer en le air,5,"-On va s'envoyer en l'air! ||| Les gens adoreraient voir ces deux intellos s'envoyer en l'air. ||| Allez, Lois on pourrait s'envoyer en l'air dans le jardin ici. ||| On ne va pas s'envoyer en l'air dans le lit de ma femme. ||| Tu as dû quitter le pays parce que ton coloc s'envoyait en l'air ?","- We're gonna get laid! ||| Come on. People would love to see these two nerds get freaky. ||| — Come on, Lois Let's get busy, maybe in the garden right here — ||| I'm not gonna fuck you in my wife's bed. ||| Wait, wait. You had to leave the state because your roommate was having sex?"
se faire larguer,5,"Un camion pour remonter le moral des filles qui viennent de se faire larguer. ||| C'est ce que je fais quand je me fais larguer. ||| Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons. ||| ""Comment se faire larguer en dix jours ?"" ||| Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...","A truck that caters to girls who just got dumped. ||| That's what I do whenever a guy dumps me. ||| We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days. ||| How to Lose a Guy in Ten Days. ||| My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman..."
se jeter dans le gueule de le loup,5,"Va-t-on se jeter dans la gueule du loup ? ||| Nous on se jette dans la gueule du loup pendant que vous restez là, hors du danger ! ||| C'est ce qui s'appelle se jeter dans la gueule du loup. ||| Verdice se jette dans la gueule du loup. ||| Je voulais savoir ce que ça fait de se jeter dans la gueule du loup.","We'll be walking into a trap! ||| We're going down... while you all stay up here, out of danger. ||| I guess this is what they mean by moths flying to the flame. ||| Verdice is walking right into an arrest. ||| Wanted to know what it was like to walk into a propeller."
se mettre sur son 31,5,"Je me mets sur mon 31 et je vais à un enterrement. ||| Il se mettait sur son 31, prenait une valise. ||| Je me mettais sur mon 31. On faisait comme si on avait les moyens. ||| Mais je vais essayer de me mettre sur mon 31. ||| Le jour de la fête des Mères, les gens se mettent sur leurs 31.","I put on my best dress... to go to a funeral. ||| He'd get dressed up, pack a suitcase. ||| I'd get myself all dressed up, make the dealer believe we could actually afford it. ||| But I think I might try to dress up. ||| On Mother's Day, people pull out all the stops."
se occuper de son oignon,5,Elle ferait mieux de s'occuper de ses oignons. ||| Dis à ton amant qu'il s'occupe de ses oignons. ||| Les gens s'occupent de leurs oignons. ||| Qu'il s'occupe de ses oignons ! ||| J'espère que votre bande de batârds fouineurs va apprendre à s'occuper de ses oignons.,She should tend to her own affairs. ||| Your lover should stay out of it. ||| People mind their own business. ||| Why doesn't he mind his own business! ||| I wish you nosy bastards would learn to mind your own business.
se serrer le ceinture,5,"J'ai juste pris l'habitude de me serrer la ceinture. ||| Les temps sont durs. On doit tous se serrer la ceinture. ||| On peut se serrer la ceinture. ||| Avec la crise, le directeur financier veut qu'on se serre la ceinture. ||| Il faudra se serrer la ceinture un mois ou deux.",I've just gotten used to packing light. ||| Times are tough and we're all having to clamp down. ||| We can tighten it up. ||| Our CFO feels we need to do some belt-tightening. ||| We're just gonna have to suck it up for a couple months.
se vendre comme un petit pain,5,"Ça se vend comme des petits pains sur Internet. ||| Ces brioches ""Loyauté"" se vendent comme des petits pains. ||| Le livre se vend comme des petits pains. ||| Je garde les traces de ce que mes clients achètent, et ceux-là se vendent comme des petits pains. ||| L'aventure. Le sexe. Mets ça dans ton livre, il se vendra comme des petits pains.","They're going crazy on the Internet. ||| Those sweet buns marked ""Loyalty"" are selling like hot cakes ||| The book is selling like hotcakes. ||| I keep strict tabs on what my customers buy, and those are selling like hotcakes. ||| Adventure, sex... you put that in your book, it'll sell like hot cakes."
sur un coup de tête,5,"Ça se fait pas sur un coup de tête, réfléchis un peu. ||| On dirait bien que vous n'êtes pas venu ici sur un coup de tête. ||| Si Colleen est partie sur un coup de tête, elle n'a pas emporté grand-chose. ||| Écoute, je sais que c'est agaçant et même si on dirait que je fais ça sur un coup de tête, ce qui est le cas, il y a une raison à ma folie. ||| Elle n'a pas juste attaqué Tom sur un coup de tête parce qu'elle vous a entendu vous disputer vous et votre femme.","People don't do things like that. Just stop and think. ||| I see that you didn't come see us out of some passing emotion. ||| You know, if Colleen really did take off she didn't take much with her. ||| Look, I know this is annoying and although it seems like I'm making this up on the fly, which I am, there's a method to my madness! ||| She didn't just attack Tom out of an impulse because she overheard you and your wife argue."
tenir à le courant,5,"J'appelais juste pour vous tenir au courant des nouvelles. ||| Histoire que la police nous tienne au courant de l'enquête. ||| C'est une grosse enquête; Le directeur assistant a besoin de savoir qu'il sera tenu au courant sans fioritures, donc... ||| Je ne suis pas fou de joie d'entendre ça, mais il faut se tenir au courant. ||| Ils veulent prendre des notes, se tenir au courant, mais si ça leur sautait au visage, ils ne seraient pas responsables.","I'm just calling to give you an update. ||| At least have NYPD keep us in the loop on the investigation. ||| It's a major case; the Assistant Director needs to know he's getting the facts without spin, so... ||| I'm not exactly bursting to hear it either. We've gotta know what's going on. ||| It's like they want to keep tabs on this. They want to stay on top of it, but if it blows up in their faces, then they don't have to take responsibility for it."
tomber dans le panneau,5,"Non, je ne vais pas tomber dans le panneau pour ça encore. ||| Penses-tu vraiment que je vais tomber dans le panneau ? ||| Non, j'ai plaidé trop d'affaires pour tomber dans le panneau. ||| Il est tombé dans le panneau ! ||| Je n'arrive pas à croire que tu es tombé dans le panneau du ""roi tourmenté"".","No, I'm not falling for that again. ||| You really think you can goad me into doing a trick like that? ||| No, I've been in far too many courtrooms to fall for that. ||| Walked right into that one, didn't he? ||| I can't believe that you fell for the old ""king in trouble"" thing."
tomber dans le pomme,5,"Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes. ||| oh, non, non, je tombe dans les pommes a la vue d'un vagin. ||| Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes. ||| Il va tomber dans les pommes. ||| D'abord, vous êtes tombé dans les pommes.","The only break I get is when she holds her breath and passes out. ||| Oh, no, no, I faint at the sight of vagina. ||| And bam, I hit this light pole... and just knocked myself out. ||| He's going to faint. ||| Well, for starters, you're a one-hitter quitter."
tourner le page,5,Ma cliente est prête à tourner la page. ||| Non... Tournons la page. ||| Ils se féliciteront et tourneront la page. ||| Tu dois tourner la page. Comment ça ? ||| Vous avez tourné la page.,My client is ready to put this behind her. ||| Now it's just time to let go. ||| They'll pat themselves on the back and they'll forget about it. ||| You have to let it go. ||| Closure.
tourner à le vinaigre,5,"Ça pourrait tourner au vinaigre en cas de bombardement. ||| Quand ça tourne au vinaigre, la première réaction est de nier. ||| Après ton départ, ça a tourné au vinaigre. ||| Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre. ||| Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai","If they start bombing the place, there's no telling what will happen. ||| They say when something bad happens to you, the first reaction is denial. ||| After you left it turned into a roman circus. ||| OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting. ||| What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?"
tout cracher,5,"Tout craché, oui. ||| C'est elle tout craché. ||| - Je te tue. Son père tout craché ! ||| C'est moi tout craché. ||| Ça, c'est toi tout craché !","Basically. ||| Right there. ||| That's my boy! ||| - Ah, well, that's me. ||| This is typical of you."
un bouchée de pain,5,"Ils l'achetèrent pour une bouchée de pain. ||| MacGyver, Khan te vendrait pour une bouchée de pain, tu le sais ? ||| Tout le monde veut aller à McMurdo pour une bouchée de pain. ||| Sinon, d'ici vendredi, York pourra acheter Ojai pour une bouchée de pain et il ne nous restera rien. ||| Je ne m'en séparerai pas pour une bouchée de pain.","They step in, they buy it for a pittance. ||| MacGyver, Khan would sell you down for a second cup of coffee, you know? ||| Everybody is looking for a cheap ride out to McMurdo. ||| Well, it's better than what most people do at odd hours on a computer. ||| And I will not throw it away for nothing."
un coup de main,5,"- Besoin d'un coup de main ? ||| - Bonjour, un coup de main ? ||| Il donne un coup de main avec les fournisseurs et... ||| Vous êtes tellement doués pour trouver des trucs, peut-être que vous pourriez donner un coup de main à mon équipier. ||| Elle donnait un coup de main à la maison et à son père au travail.","Need a hand? Nah. ||| - Hey ya, may I help you on here ? ||| He's uh, helping out, keeping things together with the vendors and... ||| You guys are so good at finding things, maybe you could give my partner a hand. ||| She lends you a helping hand at home and her father at work."
un froid de canard,5,"Il y faisait un froid de canard. ||| Il doit faire un froid de canard, à Joliet. ||| - Il y fait un froid de canard. ||| Un froid de canard. ||| Il doit faire un froid de canard, en ce moment.","Freezing in there. ||| I wonder how cold it is in Joliet. ||| - Yeah, but it's freezing in there, Dad. ||| Freezing cold. ||| Must be cold as hell this time of year."
vendre le peau de le our avant de le avoir tuer,5,"Comme dit le vieux dicton : il ne faut pas vendre la peau de l'ours avant de l'avoir tué. ||| Ne pas vendre la peau de l'ours avant de l'avoir tué. ||| Elle vend la peau de l'ours avant de l'avoir tué. ||| Je ne veux pas compter nos poussins avant qu'ils éclosent (=vendre la peau de l'ours avant de l'avoir tué) ||| Venez, je vais vous montrer qu'il est fou celui qui vend la peau de l'ours avant de l'avoir tué.","I just remembered the old saying, ""Don't count your chickens before they hatch."" ||| - No. Cannot sell bearskin before shooting bear. ||| She's counting her chicks before they're hatched. ||| I don't want to count our chickens before they hatch. ||| Come, I hope to show you clearly how foolish it is to sell the bearskin while the bear is still alive."
à quelque chose malheur être bon,5,"à quelque chose malheur est bon. ||| Les circonstances sont regrettables, mais à quelque chose malheur est bon. ||| A quelque chose malheur est bon. ||| Eh bien, à quelque chose malheur est bon. ||| Souvenez-vous: ""A quelque chose malheur est bon.""","dark clouds do have silver linings. ||| The circumstances are unfortunate, but each loss brings opportunity. ||| Silver lining for your black cloud. ||| This turned out to be a blessing in disguise. ||| Remember, every cloud has a silver lining."
ça coûter un bras,5,"Ça coûtera un bras de les refaire. ||| Oh oui, pour sûr, on peut la guérir. Sauf que ça coûte un bras de lui sauver un oeil. ||| Merci de ne pas le manger, ça coûte un bras. ||| - ça coûte un bras et une jambe. ||| Ça coûte un bras.","It would cost thousands to redo them. ||| You know what they charge for an eye? ||| I didn't have time to make it into anything, and please don't eat it 'cause it cost $55 an ounce. ||| - It costs an arm and leg. ||| Seems a little steep."
ça marcher,5,"Je veux dire, trop de travail... pour que ça marche. ||| Après de nombreuses études, on a conclu la même chose que les parents, à savoir que ça marche avec un bon enseignant et que ça ne va pas quand l'enseignant est mauvais. ||| ""C'est les chiffres, putain, ça marche plus ! Regarde !"" ||| Ca marche pas. ||| Ça marche.","I mean, too much work to make it... work. ||| After lots of studies, we come down to just what most parents believe, and that is a good teacher is what's working and a bad teacher is what's not working. ||| ""It's the numbers, fuck, it doesn't work anymore! ||| I don't know I can't remember 'cause at that point I zoned out 'cause some real hot fireman came into the bar ||| Coming right up."
être bien dans son peau,5,"Chacun fait un truc qui l'aide à être bien dans sa peau. ||| T'es inquiète, mais je suis bien dans ma peau, tu voudrais que ça dure. ||| Pour les aider à être bien dans leur peau. C'est flippant, non ? ||| Tu m'aides à me reconstruire, à être bien dans ma peau. ||| le gagnant du concours devrait juste être une petite fille qui passe un magnifique moment sur scène, Qui est bien dans sa peau qui aime être sur scène et à confiance Et c'est vraiment ca","Everybody has their thing they do that makes them feel better about themselves. ||| Rochelle, I know you're concerned right now, but if you knew how I felt, you'd want me to keep feeling this way. ||| Helped them feel good about themselves. ||| It's because, like, you're really good at like, building me up, and like, makin' me feel good about myself. ||| The winner of the pageant should just be an all-around little girl who's having a great time on stage, who's comfortable in herself, loves being on stage and feels confident and that's really it."
être canon,5,"Tu es canon. ||| Et au fait, toi aussi t'es canon. ||| Soit parce qu'elle est canon soit parce que c'est la seule fille du groupe. Mais dans tous les cas, je suis fou d'elle. ||| Je parie qu'elle est canon. ||| Il est canon.","You're the sexy one. ||| By the way, I think you're hot, too. ||| I don't know whether it's 'cause she's hot or maybe it's 'cause she's the only girl around, but... either way, I'm totally smitten. ||| Something tells me she's a knockout! ||| He looks proper lush."
être crever,5,"Voilà pourquoi je suis crevée! ||| Tu es crevée après ce voyage. ||| Le réveil sonne, vous vous êtes levé tôt, vous êtes crevé, sonné. ||| Ma cliente était crevée. ||| Je suis crevé.","Well, that's because I'm tired! ||| You're tired after all that travelling. ||| So you get up in the morning, you're exhausted, groggy. ||| My client was wasted. ||| Yeah, I'm pretty beat. Well, I need you."
être dans le lune,5,"Je suis dans la lune aujourd'hui. ||| Tu es dans la lune, Frank! ||| Nous offrons le sacrifice du sang Vous êtes dans la lune ou quoi? ||| - Stan, Stan, t'es dans la lune, hein. ||| Viens. T'es dans la lune.","Wow. I'm a space cadet today. ||| You weren't there, Frank. ||| We're offering blood sacrifice What are you daydreaming for? ||| -You're a bit out of it, huh? ||| Come on, you're zoning."
être en train de,5,"Il est en train de le faire, il défonce la porte. ||| et j'étais en train de me branler. C'est ça que tu veux, ah? ||| Il bâille, mais pas la suspecte qu'il est en train d'interroger. ||| Tu es en train de faire un sandwich ou attirer un cerf ? ||| Je ne savais pas que c'était si mal d'épouser quelqu'un que j'aimais, et ne pas ne pas savoir qu'en me mariant avec cette personne dont je suis si amoureuse, que j'étais en train de laisser tomber la communauté Gay toute entière.","He's doing it, he's breaking down the door. ||| I was under your window and I was jerking off. ||| He yawns, but not the suspect he's questioning. ||| Were you making a sandwich or attracting deer? ||| I didn't know that it was wrong to marry somebody that I was in love with, and I didn't know that by marrying someone I'm very much in love with, I was letting down the entire gay community."
être le dindon de le farce,5,"Non, mais on sera les dindons de la farce. ||| - C'est le dindon de la farce. ||| Bien sûr, par moment, j'étais le dindon de la farce... Mais rien de bien grave... ||| - Et j'ai été le dindon de la farce. ||| Mais je t'ai épousée, je suis le dindon de la farce.","No, but we're farting on our own candle. ||| - It's the classic barnacle. ||| Yes, I was the butt of the occasional practical joke, but I mean, er...nothing sinister. ||| - You played me for a sap. ||| I know. But I'm married to you, so the joke's on me."
être mal en point,5,"- Vous êtes mal en point. ||| Votre patient est mal en point. ||| Le monstre est mal en point ! ||| C'est bien, à part votre plante qui est mal en point. ||| Il était mal en point.","-You're hurt pretty bad. ||| You have a patient in distress. ||| Mrs. Goforth is a dieing monster! ||| Looks pretty good, except your sweet potato's got the blight. ||| He was really messed up."
être sage comme un image,5,"Il a été sage comme une image. ||| Je serai sage comme une image ! ||| Il est sage comme une image, ce petit gentleman italien. ||| On va être sage comme des images. ||| Alors que j'étais sage comme une image.","Didn't give me an ounce of trouble. ||| - Like an angel of light. ||| Good as gold he is, little Italian gentleman. ||| We're gonna be real good now. ||| And I was as good as gold."
être sur son 31,5,Elle était sur son 31. C'est un peu tôt pour aller en boîte. ||| Vous êtes sur votre 31. ||| - Tu es sur ton 31. ||| Il est sur son 31. ||| Pourquoi vous êtes sur votre 31 ?,"She was certainly dressed to impress, but it's a little early for clubbing, isn't it? ||| You're looking great. ||| - Whoa, don't you look sharp. ||| He's looking sharp! ||| What's with the dress up?"
être à le ouest,5,"T'es à l'ouest. ||| Tu es à l'ouest, aujourd'hui. ||| J'ai l'impression d'être à l'ouest. ||| Ouais, j'ai bien entendu mais je préfère oublier ce que tu as dit par ce que t'es à l'ouest. ||| Il est à l'ouest !","You're way off track. ||| You're a million miles away right now. ||| I feel like such a stupid mess. ||| Yeah, I did hear you but I'm going to forget what you said because you're not thinking straight. ||| Aw, he's tripping."
être à le taquet,5,"Mes gars sont au taquet. ||| je suis au taquet. ||| Demain, on va être au taquet. Je veux une équipe au Parlement. Et des éditions spéciales. ||| ""Hier soir, j'ai rencontré une artiste de selfie sexy et je suis au taquet, parce que je vais peut-être la baiser."" ||| Mon Dieu, tout le monde est au taquet aujourd'hui.","My guys prevailed. ||| I'm on fire. ||| Try to find out who's busy in the morning, we must have the Castle fully staffed from now on, and we need an extra broadcast. ||| ""Last night, I met this sexy young selfie artist, and I'm psyched because maybe I'm gonna fuck her brains out."" [laughs] ||| My goodness, everyone's on their game today."
aller se faire cuire un œuf,4,"Mais je suis d'accord avec l'idée de Gina ""D'aller se faire cuire un œuf."" ||| Je lui ai dit d'aller se faire cuire un oeuf. ||| Cette année, elle peut aller se faire cuire un œuf. ||| Pour ce qui est de Mme Marko, dites-lui d'aller se faire cuire un oeuf.","But I'm going with Gina's ""suck an egg"" idea. ||| I told him to go fly a kite. ||| This year she can go... Blow a balloon. ||| And as for Mrs. Marko, I should tell her to go fry an egg."
enfoncer un porte ouvrir,4,"Eh bien, au risque d'enfoncer une porte ouverte, c'est fini. ||| C'est comme si j'enfonçais une porte ouverte encore et encore. ||| Tu enfonces une porte ouverte. ||| C'est enfoncer une porte ouverte, mais, d'accord...","Well, at the risk of stating the obvious, it's over. ||| But that's just stating the obvious over and over. ||| Now you're preaching to the choir. ||| That's sort of a given but, yes."
jeter le bébé avec le eau de le bain,4,"Je ne veux pas jeter le bébé avec l´eau du bain. ||| Eh bien, si tu vas jeter le bébé avec l'eau du bain... ||| qui devient intéressant de commencer, mais que personne ne ""jeter le bébé avec l'eau du bain"" et je pense que c'est très important, de garder la foi dans la science. ||| On jetait le bébé avec l'eau du bain.","I don't want to throw the baby out with the bathwater. ||| Well, if you're gonna throw the baby out with the bathwater... ||| But one doesn't want to throw the baby with the bath water and I think it's really important to stay faithful to science. ||| A case of throwing the baby out with the bath water."
le carotte être cuire,4,"Oh, mon gars, les carottes sont cuites. ||| Les carottes sont cuites et servies. Joli ! ||| Si Eaton les convainc d'être des martyres et d'accepter les 30 jours, les carottes sont cuites. ||| Vous vous dites, ""Les carottes sont cuites!","Oh, boy, my goose is cooked now. ||| Your goose... is cooked and served. ||| He doesn't have a right to be deaf, so he'll have to listen to what we have to say. First thing, there's nothing in your file about children. ||| You're saying to yourself, ""The jig is up!"
passer de le coq à le âne,4,"Je passe du coq à l'âne et je suis peut-être indiscrète, mais qu'est-ce que c'est que ce bruit ? ||| En quelques clics, vous passez du coq à l'âne ? ||| Peter Petrelli est passé du coq à l'âne comme vous le dîtes chez vous. ||| Il semble passer du coq à l'âne.","Speaking of change of pace, it probably isn't any of my business, but would you mind telling me what that noise is? ||| What I don't believe is that a couple clicks took you from fiber-optic footprints to ""Help Me Rhonda."" ||| Peter Petrelli went from steady as a clam to, as you say, crap-house rat in a blink. ||| He seems to be drifting from one thought to another."
prendre son clique et son claque,4,"Prends tes cliques et tes claques et va-t'en. ||| Prends tes cliques et tes claques et va à Paris. ||| Prenez vos cliques et vos claques, partez. ||| Alors j'ai pris mes cliques et mes claques et je me suis enfui comme un perdu !",Pack up your shit and go home. ||| Do as I say and head to Paris first thing. ||| I want you out of the house. ||| Then I packed my things and ran away like a madman!
se noyer dans un verre de eau,4,"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline. ||| Cette ville entière se noie dans un verre d'eau. ||| On se noie dans un verre d'eau. ||| Il se noie dans un verre d'eau.","Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's. ||| Whole city's going to hell in a handbasket. ||| Might we not be creating a storm in a tea cup? ||| This man would drown in a glass of water."
