idiom,num_contexts,jp_contexts,english_translations
手 に 入れる,3,手に入れろ ||| 言え　どこで ニセおしめを手に入れた ||| ご主人が手に入れられなかった心の平穏を ご主人に与えるには あの晩あなたが見た男が ウォレス・ロークだと　言い張るしかなかった,Claim it. ||| -find out what he knows. ||| And the only way you could give your husband the peace that he'd never had was to insist that Wallace Rourke was the man that you saw that night.
"手 に 取る よう,手 に 取る よう だ",3,"あなたの考えが 手に取る様にわかるわ ||| 困惑が手に取るようだ ||| ""手に取るようにわかるんだぜ""",I can hear you thinking. It's like this crunching noise. ||| I see their trouble... ||| At your fingertips!
手 に 渡る,3,だが、それには サイラスを釈放する事になる そうなれば、その装置が 悪人の手に渡る恐れがある ||| フィルムはヤクザの手に渡りました ||| せっかくの裏帳簿も 向こうの手に渡っちまったし,"But first, we've got to put this snake back in the pit and give him the real tech-- risk it falling into the wrong hands. ||| The film's been taken by the Yakuza. ||| And they got the account book back. Damn."
手 に 落ちる,3,"""すでに悪魔の手に落ちているぞ"" ||| （ついに怪力のチューバッカも 我が手に落ちたか ） ||| もし俺たちより先に 奴らの手に落ちたら・・","Man, you're already sewed up tight in the devil's pocket. ||| At last we have the mighty Chewbacca. ||| Man, if they get to him before we do..."
手 に 負える ない,3,この巨大な毛むくじゃら 俺一人じゃ手に負えない ||| トラビス あなたに彼は 手に負えないわ ||| 僕の手に負えないと思って 勝手な事を,"I need help with this giant hairy thing! ||| Travis, you cannot enable him. ||| You thought I couldn't handle something, so you took over."
手 の 内 を 見せる,3,- 君に手の内を見せろと？ ||| 君は手の内を見せないように 感情を抑える そう 強い ||| 「一瞬 手の内を見せた」 「彼は見逃さなかった」,"What, I'd show you my hand? ||| You keep your emotions close to the vest, that's good, that's strong. ||| I showed my hand for the slightest second, and he saw."
手 の 施する が ない,3,手の施しようがなくなり 気づくころには遅すぎる 飲酒が命取りであったのだと ||| 手の施しようがない... ||| 手の施しようがなかったようです,"Too late, he had learned that drinking, when it gets out of hand, can be fatal. ||| Nothing they can do, so... ||| Doc couldn't do anything for him."
手 も ない,3,分析したいが 頼れる相手もなく 御手上げの状態でね ||| ジェイミーには片手もないし仲間もいない ||| 私たちには　人手も無ければ 専門知識も無かった,"The police doesn't know what to do with it... and I am not getting any help from ROC. ||| Jaime has one hand and no allies, ||| We just didn't have the people or the expertise."
手 を 上げる,3,リンカーン・バロウズとマイケル・スコフィールド、 手を上げて出てきなさい！ ||| 手を上げてろ ||| 盾を捨てて、 手を上げろ！ あきらめろロージャス！,"Michael Scofield and Lincoln Burrows, You need to exit with the hand in the air. ||| Hands up. What do you think you're doing? ||| Drop the shield and put your hands in the air! Give it up, Rogers! Get that door open!"
手 を 下す,3,排除する時は 喜んで私が手を下す 勝手な殺し合いは―― ||| カットニスを抑え込めないなら 私が手を下すしかない ||| 次が最後の取引だ 用済みになる前に手を下す,"As much as I would have enjoyed eliminating him myself, native-on-native killing cannot stand. ||| If you cannot contain Katniss Everdeen, then I will have to terminate her. ||| This is providing he doesn't decide to waste us before then."
手 を 付ける,3,すまん　マルティネス 君のものに手を付けて ぼくを荒涼とした惑星に 置いていったばかりに ||| それで全部だ 少しばかり手を付けた ||| キャットは甘いものから手を付けるのよ,"I'm sorry, Martinez, if you didn't want me to go through your stuff, you shouldn't left me for dead on a desolate planet. ||| It's all there. Except for what we spent. ||| Cat always went straight for the sweetest thing."
手 を 休める,3,ハハ、手を休めるな ||| 手を休めないで！ ||| 君が誰であろうと 何をやっていおうと 作業しているなら手を休めて,"Ha, ha. Don't quit your day job. ||| Get on with your work. ||| And whoever you are, whatever it is you're doing, if you're working, put down your work."
手 を 借りる,3,そうだ かつての暗殺者の 手を借りたい ||| 村の人に手を借りましょう ||| オヤジの手を借りる 君さえ良ければね,"Yeah, I was hopin' to let that old assassin sit this one out. ||| T'would be better to go to the village to raise up help, I cannot-- ||| W-With my father's help, if you're willing to let me get him involved."
手 を 出す,3,奴が娘に手を出しやがった ||| ベンジャミンは自分で手を出し 警察を超えた こいつがどうやって クソCLAYを作ったか話すんだ！ ||| ヨ　俺のチップに手を出すな,"All over her, he was. Touching her. ||| Benjamin could go to the police and tell them he set up this shitty CLAY by himself! ||| Yo, get your hands of my chips."
手 を 切る,3,麻薬と手を切りたいんだ　ジョニー ||| ネルソンとは　手を切る ||| 僕の場合 永久に手を切った,"I want to get clean, Joanie. ||| We gotta cut loose from Nelson. ||| In my case, I am in it permanently."
手 を 加える,3,-　死体に何か手を加えたか？ ||| 手を加えたという 物的証拠は出なかった ||| フランス料理に 手を加えた物だ,YOU have changed nothing to the body? ||| There's no physical evidence suggesting the ride was tampered with. ||| A modified Boudin Noir from Ali Bab's Gastronomie Practique.
手 を 回す,3,実習だけど... ちょっと手を回した ||| 父さんが裏から手を回して いくつか特別扱いしてもらってる どうでもいいけど ||| 少女達を誘拐した人物が手を回したんでしょう,"Well, you know, let me make it a little better. ||| My dad pulled a few strings, got me some extra privileges. ||| Whoever abducted these girls must have gotten to them."
手 を 尽くす,3,あらゆる手を尽くすわ ||| 俺なりに最善の手を尽くす ||| なぜ 手を尽くさなかった？,"Well, leave no stone unturned. ||| I'll make sure of that. ||| Why didn't you do more?"
手 を 差 する 伸べる,3,ロイを助ける為に 今手を差し伸べる... ||| 私はちょうど手を差し伸べる 途中でアンドレのお母さんに。 ||| でも彼は　あなたじゃない あなたの友達よ 彼に手を差し伸べることを,That could help me reach roy now... ||| I just got to reach out to Andre's mom on the way. ||| And I don't think you should be afraid of helping him.
手 を 広げる,3,- アンタも知っての通り、俺は野球選手だ... ...だが３千万ドル相続したんで 手を広げる必要がある ||| 明らかに 手を広げてる ||| まあ　彼が手を広げない事を祈ろう,"- As you know, my business is baseball but since I've inherited $30 million, I have to branch out. ||| Well, clearly he's branching out. ||| Well, let's just hope he doesn't decide to branch out."
手 を 引く,3,- お前は手を引いた方がいい ||| もう手を引きたいと言っていました ||| 手を引くように警告した,"- You better not pull it out. ||| Said she wanted me to pull her out. ||| Nah, just warned me to back off."
手 を 打つ,3,15％で手を打とう 妥当な数字だと思うが ||| でも 交渉になるわね 現段階では― 手を打つとしても １億7500万は欲しいところ ||| 1万で手を打つ この状況じゃ いい額だ,"Let's settle on an even 15. That's a nice round number. ||| But it's a negotiation, and at this point, we might have to accept as little as... 175. ||| Come on. Listen, we'll take the ten grand. It's generous considering the circumstances."
手 を 抜く,3,これは安物で手を抜いてる ||| いいえ 彼女は 手を抜いたりしない ||| 手を抜いてた,"These are cheaper variations. He's been cutting corners. ||| No,she is most thorough. ||| They cut corners."
手 を 掛ける,3,ポケットの中の 弾が込めてある銃に 手を掛けるのは危ない癖だ ||| 自分の権利を人に乱暴する ことにまで拡大しないでくれ 他の誰かに手を掛けて見ろ ||| トリガーに手を掛け 引く,"It's a dangerous habit, to finger loaded firearms in the pocket of one's dressing gown. ||| Your rights don't extend to roughing people up. ||| You don't pull the trigger..."
手 を 染める,3,"それを検討してる {a1pos(126,268)} 血で手を染めずに 生きられると？ ||| 大量殺人に手を染め 世間から恐れられている ||| 意図的、積極的に手を染めた 中毒性薬物に・・・ 脳破壊や平衡感覚を失なうものに","Making it now, do you really think you can do that without getting blood on your hands? ||| SHE IS A PUBLIC THREAT. SHE'S ON A KILLING SPREE. ||| You knowingly and willingly took an addictive drug brain-destructive and disorienting."
手 を 汚す,3,敵を倒すためなら 手を汚してもかまわない ためらわないで殺す ||| クウィンが自ら手を汚したとは思えない そのために人を雇うような奴だからな ||| この人は自分の手を汚さないよ,"I've never been too shy to dirty my hands with the enemy, and if need be, would do it right now. ||| I never took him for a triggerman. He pays others for that. ||| Not with those hands, you certainly didn't."
手 を 焼く,3,手を焼くので有名だものね ||| 彼のタフぶりには手を焼いてるがね ||| 手を焼かせてくれた 一味の一人のようだな,"I know, I know. He's famous for tinkering, right? ||| We were pretty tough on him. ||| He's someone who was with a whole lot of someones who didn't listen."
手 を 煩う せる,3,手を煩わせるな！ ||| 君の手を煩わせることはない ||| あなたを柔和させます あなたを神の光の中に入れるのに 神のお手を煩わせない為に,"Don't you tell me about me getting my hands dirty! ||| Oh, you needn't trouble yourself over her. ||| We're going to soften you up so God doesn't have to work so hard to enter you with His light."
手 を 組む,3,クワイ＝ガン･ジンが 貴様と手を組むはずがない ||| シャベールとラングロワとマクサンスは 手を組み　ラシャンの虐待を暴露した ||| 貴様となど手を組むものか！,"Qui-Gon Jinn would never join you. ||| Chabert, Langlois and old Maxence joined forces to expose Rachin's abuse, ||| I'll never join you!"
手 を 結ぶ,3,悪魔と手を結んでしまうと 神に思い知らされる ||| 君と私は マルコムと手を結んだ この街を 悩ます解決策を目的として ||| 連中はみんな手を結んでる,"""Let the devil take your hand and God will make you pay."" ||| You and I got in bed with Malcolm to cure what ails this city. ||| They all work together."
手 を 貸す,3,ペリーズがベガのコカインを盗むのに あなたが　手を貸したのね ||| この野郎を捨てるのに 手を貸してくれよ ||| - 手を貸すわ,So... you're the one who helped the Perrys steal Vega's cocaine. ||| Why don't you help me might as well dump this mother fucker. ||| Be happy to take care of it for her.
手 を 離れる,3,手を離れて一人立ちしていくなんてな. . - 父さん. ||| - 指輪はもう我らの手を離れた ||| 我々の手を離れた,Going out to handle the world on its own. ||| - The ring is beyond our reach now. ||| It's now in Special Activities' hands.
手中 に 収める,3,この三人にできたんだ 少なくとも俺達にできることは 他の独房区画を手中に収めることだ ||| 私の軍が国境で紛争を解決するや否や シルクロードを その全長に渡って手中に収める ||| シルクロード全体を手中に収められる 中国でさえ,"If these three pussies can do all this, the least we can do is take out another cell block. ||| As soon as my army settles in at the borders the entire Silk Road region belongs ||| He can take over the entire Silk Road even China"
手段 を 選ぶ ない,3,あれは手段を選ばないぞ 絶対戻らない！ ||| 俺が去る前に 手段を選ばなかった ||| やるとなったら手段を選ばない 厳しい二人ですから,"- and it's gonna do everything it can- - we're never going back. ||| Before I left, you played hard. ||| Those two will stop at nothing once they decide to do it."
手玉 に 取る,3,ウーが手玉に取られたなんて まだ信じられない ||| 数百のサーバーを 手玉に取っていますが ||| この女は私の権威を手玉に取って,I still can't believe he got wu to reverse his testimony. ||| Hundreds of hijacked servers spoofing various sites. ||| Make fun of my authority!
打つ て 出る,3,今のEmotionが その戦場に打って出られるって 意味じゃない じゃ 結局 ||| モルドールへ打って出よう ||| 君と私は選挙に打って出る 世界の頂点の政府に向けて,That doesn't mean Emotion is ready to take on that kind business. ||| Strike out for Mordor from a place of strength. ||| We're about to run for office... the highest office in the world.
抜ける よう,3,体を通り抜けるような 無礼は避けるように ||| 網の目をすり抜けるように消えてしまった ||| 現実に近づける 指をすり抜ける様に,"And please take care not to walk through him, not even when you're in a hurry. Thank you. ||| It was like he'd gone off the grid. ||| Every time we get close to something real, it just slips through my fingers."
抜ける 目 が ない,3,抜け目が無いね　リズボン ||| 体をスキャンし 手も足も 抜け目がないわ ||| フォークは　抜け目が無いから 証拠の排除はしない,"That's very astute, Lisbon. ||| When she scanned me, she watched my hands, my feet, that's smart. ||| Mm... Faulk's too smart to exclude evidence."
押す が 強い,3,押しが強くなくて 謙虚な男 ||| レベッカは 押しが強いから好き ||| 押しが強いな,"First of all, he's too humble to know he's perfect. ||| I like Rebecca. - She's pushy. ||| Well, you make a strong case."
持つ て 生まれる た,3,-ボブです 私は有名な製薬会社の検査技師だが 持って生まれた才能がある ||| 持って生まれた物 ||| さぁ ここを出て 持って生まれた力を 発揮して来なさい,"- Well, Bob, I'm a lab technician for a leading pharmaceutical company, but I was born with a gift. ||| It's in their nature. ||| Now, you get out there, and you do what you were born to do."
挙句 の 果て,3,挙句の果てに... ||| 挙句の果て 悪人をチヤホヤしてる 奴のソファーの上で！ ||| あなたの人生を 他人に浪費して 挙句の果てに 家族の障害になっている,"After all this time... ||| The next thing you know, you're complimenting the bad guy on his fucking couch! ||| This is consuming your life, and it is poisoning ours."
振り出し に 戻る,3,迷路は振り出しに戻るわけか ||| 振り出しに戻ったわけでもないと思うよ ||| 使い切ってしまったら 振り出しに戻る だ,"The maze is taking me full circle. ||| I wouldn't say square one exactly. ||| We use it up, we're right back where we started."
掛け替え の ない,3,掛け替えのない人達が 私には居ますが... ||| R2は掛け替えのない ||| 掛け替えのない物よ,"People who care about me. But you... ||| You can't replace R2. ||| But abigail. Henry, they can't be replaced."
探る を 入れる,3,- そうそう けど 時々 事件について 探りを入れて ||| 僕の知人には　探りを入れたし ||| だったら 探りを入れましょう,"- I know, I know, but sometimes you gotta go where the case takes you. ||| I put out feelers to some of my contacts in New York's finest hotels. ||| Well... there's a way to find out."
改竄,3,アンナが工作を インタビューが改竄される事は 想定していたが これは ||| 715)}ざん 改竄されておる 記憶の持ち主 スラグホーン先生によって ||| 記録の改竄です,"- I knew Anna would try and manipulate my interview somehow, but this... ||| This memory has been tampered with by the same person whose memory it is, our old friend, Professor Slughorn ||| I didn't know the records could be falsified."
日 が 浅い,3,まだ日が浅いものね　ファスコ ||| まだ日が浅いのでしょ？ ||| わかってくれ 君は　彼のパートナーとしてまだ日が浅い,"The day is still young, Fusco. ||| I know you haven't been with him for long. ||| I mean, you have to understand, of course, you are in the infancy of your partnership."
日 の 目 を みる,3,じゃあ彼らは日の目を見て 彼らの親切心を ないがしろにするのね ||| いつかそのうち、ふさわしい危機が 頭をもたげて ソース・コードは、日の目を見るのだよ. ||| ルーラはこの10年 日の目を見なくてね その見事な才能を見込んでー ステージに出すことにした,"So they just saw the light of day and let you go out of the goodness of their hearts. ||| One of these days the right crisis is going to rear its head and source code is going to have its moment in the sun. ||| Well, Lula's been on the underground scene for the last decade, and I think she has some real talent, and I'd like to try her on stage to balance out the duo."
早い 者 勝ち,3,早い者勝ちだ ||| 早い者勝ちよ ||| 俺らを欺して42日先行した 早い者勝ちだって 知ってたからさ,"The quickest one wins. ||| First come, first served. ||| Fine, he lied to our e-mail accounts and he gave himself a 42-day head start, because he knows what apparently you don't, which is that getting there first is everything."
早い 話 が,3,とにかく... 何と言うか 早い話が ||| - 早い話が初歩から教えられました ||| 早い話が　ここまでってことだ。,"Well, I had gotten some insect samples from South America and... ||| Let's just say I've been initiated. ||| You've lost!"
明るみ に 出る,3,リオ・ブラボーの件が 明るみに出れば... ||| その場合 近藤が大和田と 取り引きした事実も明るみに出る ||| 私が言った通りにしないと 彼に関する真実が 明るみに出るわ,"Rio Bravo could be a real problem there, too. ||| the fact that Kondo made a deal with Owada would be exposed too. ||| You do everything I say or the truth about him will come out."
時 を 待つ,3,ヤイラルパリルはそれを知っていた そして彼の時を待った ||| その時を待って 世界的なショーにする ||| Ｄｒグリーンとこの時を 待っていた,"Yeeralparil knew it and waited his time. ||| Waiting for our time to make our move, take our show global. ||| Dr. Green and I have been waiting."
暇 を 取る,3,ニャーチャンへのほうびの 休暇を取るものに祝福を... 先の戦闘での 素晴らしい実績に対して ||| 思ったんだが このまま通りすぎて 休暇を取ったらいい ||| 休暇を取ったと 聞きましたが,"Congrats to those taking a leave to Nha Trang as a reward... for marvelous achievements in the last battle. ||| Lady, what I think you need to do... you need to go down the road, take a vacation, okay? ||| I was told that she requested emergency leave."
暇 を 潰す,3,かろうじて ベッドから起きるため 数学で暇を潰し − 特別な力で 子供を奮起させてやる ||| あなたは暇を 潰す為に何かしないと ||| どう暇を潰すの？,"I barely encourage myself to get out of bed, let alone inspire some kid with special powers who wants to spend all his spare time doing maths. ||| You gotta do something to pass the time. ||| What do these people do for fun?"
暗礁 に 乗り上げる,3,暗礁に乗り上げました ||| （記者）　指揮権発動により花岡疑惑追及は 暗礁に乗り上げました　特捜部のみならず　検察庁全部に ||| 彼が父を殺したという1つのヒント 彼の政治的将来は暗礁に乗り上げた,"I hit a snag. ||| The move has sent shock waves through D. A. offices. ||| One hint that he killed his father, and his political future is dead in the water."
最初 で 最後,3,最初で最後のね ||| 最初で最後よ ||| もう平気だもの これが最初で最後よ,"My first, my only. ||| First, and last. ||| I can handle it now. It'II be our first and last."
最後 を 飾る,3,トリスタンが　これを着て見せる予定で ウィックはこのドレスで ショーの最後を飾るはずだった ||| 皇帝はその寛大なる み心で ローマ市民のために この大会の最後を飾る 歴史的な試合を 準備してくださった ||| 輝かしい経歴の 最後を飾るんだ 天才　オデッサ・コズロヴァ 真のプリマの,"Tristan was gonna model it and Wyck was gonna close the show with it. ||| And in his majestic charity... the Emperor has deigned this day to favor the people of Rome... with an historical final match. ||| It marks the end of a stunning career of one of ballet's greatest talents, Odessa Kozlova, a true Prima."
有頂 天,3,息子は有頂天よ どう返せば？ ||| 私の心は有頂天 ||| ぼくは 遠足に有頂天,Ruben was just ecstatic. I don't know how I'm gonna repay you. ||| I have always placed you far above me ||| I liked the school trips as well.
朝飯 前,3,親が金持ちなら 朝飯前だ ||| 前は数千マイルだって 朝飯前だったのに ||| 朝飯前です,"Rich parents like Zach has, it's not hard to put two and two together. ||| Before a couple thousand miles were a piece of cake. ||| With my eyes closed."
杞憂,3,- 杞憂だといいが 署で追いかけられたバッドは 凶獣だ ||| 杞憂に終わりました ||| 超自然に詳しい 私の予感が 杞憂であって欲しいのだが,"Well, I hope I'm wrong, but he followed Bud out of the precinct. ||| There was no danger at all. ||| I think you'll be able to confirm or deny my fears."
株 が 上がる,3,娘は政治オタクでね 俺の株が上がる ||| プロとして 株が上がった アンダーソン ||| で どうなるか？ - 株が上がる,"You don't understand. She's a freak for this kind of stuff, so if I get her in, I'm Dad of the Year. ||| Really upped my professional factor. ||| - The stocks went up."
根 に 持つ,3,外科部長になった毒島は それを根に持って→ 他の関連病院にも根回しした。 ||| 根に持ってるのか？ ||| 根に・・・　根に持ってませんよ　私,"Busujima, who became the Surgery Chief, bore a grudge against him for that, and he put pressure on other affiliated hospitals as well. ||| Still bitter, Tim? ||| I'm not bitter, though."
根 を 下ろす,3,どこかに根を下ろしたい それが大切 ||| ここに根を下ろす ||| 我々の宗教は この国に根を下ろさなかった,"I need to put my roots down somewhere that matter to me, Saul. ||| We're putting down roots. ||| Our religion does not take root in this country."
根 を 詰める,3,分かった 根を詰めるな ||| あんまり仕事で根を詰めないでね ||| 根を詰め過ぎですよ,"All right, don't work too hard. ||| Don't be too busy with work. ||| You work so hard."
棚 に 上げる,3,自分を棚に上げて？ ||| 信じられない　自分たちのことは 棚に上げる気？ ||| 自分のことを棚に上げて？,"You're being pretty kind to yourself now, aren't you? ||| Am I dreaming? You were secretive too! Why should I give up? ||| Did you even hear what you just said?"
横 に なる,3,おばあちゃん まず横になって ||| しばらく横になって... ||| まずは横になって,"Grandma, just lie down. ||| But you should lie back down in case of another-- ||| If you want to lie down."
機嫌 を 取る,3,あなたはパティの機嫌を 取りたいだけ ||| ジョフリーは父を鎖に繋いだ上に 俺にご機嫌を取りに来いというのか？ ||| 彼女は機嫌を取ってる でも　それも本当だ,"No,ellen,all you ever wanted was to impress patty hewes. ||| Joffrey puts my father in chains, now he wants his ass kissed? ||| She flatters me, but it's also true."
機嫌 を 損ねる,3,奴の機嫌を損ねる ||| 何か機嫌を 損ねることでもした？ ||| 一族には気をつけて すぐに機嫌を損ねる種族だから,"To him, something will be off. ||| Have I done something to you to upset you? ||| Careful what you say around these folks. They're easily offended."
機知 に 富む,3,ミスター・ワイズ 君は本当に機知に富んでいる ||| 明らかに、パパは彼女がどれだけ賢くて 機知に富んでいるか、考えてもいなかった。 ||| 犯人は 常に機知に富み... 追い手を 惑わす発想で... 理想的な 逃走路を発見した,"Mr. Wise, you are as resourceful as promised. ||| Clearly, he did not take into account how resourceful she is. ||| The killer, always resourceful... always thinking along lines that would baffle his hunters... had discovered an ideal avenue of escape."
止める を 刺す,3,止めを刺したんだな ||| 良いハンターは獲物の跡を 注意深くつけて 好機にのみ 止めを刺すものだ ||| 王政復古による 権力構造回帰の為に 民主主義に止めを刺す 彼等の真の狙いが裏にある,"Probably executed. ||| A good hunter stalks his prey with care, and only strikes when the time is right. ||| They're disguising what they really want, which is an end to democracy and a return to the imperialist power with all their old privileges restored."
歯 が 立つ ない,3,歯が立たないよ ||| 今まで 歯が立たなかった敵に ||| 警察も渋滞には歯が立たない,"We're in over our heads. ||| Against an enemy that, to this point, has been unstoppable. ||| Cops are stuck in the traffic, like everyone else."
歴史 は 繰り返す,3,"じゃ""歴史は繰り返す""、ってな ||| 歴史は繰り返すのよ ダイアナの力を借りて ||| 歴史は繰り返します？","- Well, I guess history does repeat. - Okay. ||| Diana is going to help us make sure that history repeats itself. ||| History will repeat itself?"
気 が しれる ない,3,わかるわ そんな女の気が知れない ||| デカフェなど飲むヤツの 気が知れない ||| あれで納得する人の気が知れない,I know. What kind of cheap woman could ever do something like that? ||| What kind of idiot drinks decaf anyway? ||| Who'd believe it?
気 が 乗る,3,気が乗っているんでね ||| 女の子を集めて 来なくちゃ、気が乗らねぇ ||| 何かしら 気が乗ってないのかもしれんよ,"I'm in a generous mood. ||| Maybe we should get some girls to watch this stunt, huh? ||| He might not be into getting back together with her."
"気 が 乗る,気 が 乗る ない",3,"気が乗らなくて... ||| 気が乗らないわ, ブライトン ||| 気が乗らなくて","Doesn't seem right. ||| I'm not in the mood, Brighton. ||| Wasn't feeling the vibe."
気 が 付く,3,気が付かなかった ||| 頭を撃ち抜けば 死んだと気が付くのに ||| 多分　気が付かなかったんだろう しかし　ダンピアではそんな 楽しいサーカスはない、だろ？,"- It was so obvious. - Glucose levels. ||| You should've shot her in the head so they could hear her die. ||| Maybe you haven't noticed, but Dampier's no three-ring bloody circus, is it?"
気 が 休まる,3,気が休まる ||| ライブワイヤーが逃走中で あなたを残して帰ったら― 気が休まりませんから ||| 気が休まらないだろ？,It helps. ||| And I don't really feel comfortable leaving you here alone with Livewire on the loose. ||| And... you're not comfortable with that?
気 が 利く,3,これぞ 気が利くってもんだ ||| 本当に　もう 気が利かないんだから。 ||| お前はホントに気が利かないんだから 夫人は千歳以上で執念深いのよ,"Now, that's what I call making yourself useful, love. ||| Seriously, you are so dense. ||| You are really a clumsy flatterer filled with severe grudge"
気 が 合う,3,わたしとならきっと気が合う ||| 気が合うと良いんだけど ||| 前から気が合って,And definitely the most fun. ||| I hope I can reciprocate. ||| Tom and I have always gotten along.
気 が 向く,3,昔よ 気が向いたら またやろう ||| 後で気が向いたらな アミン姉妹は？ ||| まぁ 置いておくので 気が向いたらどうぞ,"And I will again, once inspiration strikes. ||| Maybe later. ||| Well, I'm just gonna leave it there in case you change your mind."
気 が 回る,3,すみません 気が回らなくて ||| 元カノには気が回らなかった ||| 他の人はそこまで気が回らない?,I know. I'm sorry. I should have said that. ||| There's nothing you can say that changes that. ||| They couldn't be couriered?
"気 が 差す,嫌気 が 差す",3,親父に嫌気が差して 家出したんだと言われた ||| ここの奴らに 嫌気が差したのさ ||| 逃げることに嫌気が差した,"Said she probably ran to escape her jerk of a father. ||| Because, man, I-- I'm just-- I'm done with this group, man. ||| You're sick of running."
気 が 引ける,3,答えるのに気が引けるが ||| さすがに気が引けるけど ||| ジェナー博士 うっとおしいのは分かってる 俺も質問を投げかけるのは 気が引ける...,"Alas, the answer's not so excellent. ||| And that was a dick move. Even for me. ||| Dr. Jenner, I know this has been taxing for you and I hate to ask one more question, but..."
気 が 強い,3,独りで歩いて来るなんて 気が強いのも考えものね ||| 女性は皆、気が強い ||| ちっこいのは気が強い 持ち上げとけ,"It seems to me to show an abominable sort of conceited independence. ||| I know. It's just, you seem like a strong lady, is all. ||| Oh, little people are mean."
気 が 散る,3,あなたは気が散ってた ||| 気が散らないから 落ち着いて仕事ができる ||| 生まれつきすぐに気が散って 病的なほど疑い深い気質だ,You've been distracted. ||| You're lucky... no distractions. You have your work and you do it. ||| Distractible and paranoid by nature.
気 が 早い,3,「気が早いな．．．」 ||| 気が早いな メキシコの祝日か？ ||| それは、気が早い、 まだ時間はある。,"Can you still? ||| Holy crap. -What, is it Cinco de Mayo already? ||| We're not there yet. There's still time."
気 が 気 だ ない,3,私が父親と住みたがるんじゃないかと 気が気じゃないみたい ||| でも 入試がね 気が気じゃないもんね ||| あなたを見つけようとして 気が気じゃなかったのよ,"She's all freaked out that I'm gonna want to live with him or whatever. ||| With the exams, you're probably not in the mindset. ||| I've been out of my mind trying to find you."
気 が 済む,3,どんだけぶっ飛ばされれば 気が済むって言うの？ さらにレベルアップして見ようか ||| 骨が砕ける音がしたぞ　ディアズ もうやめろ　気が済んだだろ ||| 小屋を調べれば 気が済むだろう,"How many of these guys' butts do we have to kick? ||| You hear the bones cracking, Diaz. Come on, that's enough. ||| Maybe we ought to check the shed just to quiet him down."
気 が 滅入る,3,いや　何も掛かってないと 気が滅入るだけだ ||| まあまあだ 家にいても 気が滅入るだけだし ||| 気が滅入った時に 探索してたの,"There are few things more depressing than empty coat hangers. ||| After a certain point, time off doesn't help so I figured I'd rather be here. ||| Sometimes I get a little stir-crazy and go exploring."
気 が 短い,3,気が短いのはよすのだぞ？ ||| いい人だけど気が短いわ ||| 雇い主は気が短いんだ こいつを使え,"That temper of yours is a dangerous thing. ||| Baby, you're sweet, but you've gotta mellow out. ||| My client is getting impatient. Take these."
気 が 立つ,3,あなたは今気が立ってるだけよ ||| 気が立ってたよね ||| 気が立っているんだ そうさ,You're just a passing phase. ||| He seems pretty pissed. ||| It can happen.
気 が 紛れる,3,気が紛れてる。 ||| 死後があるから― エリーゼが死んでも 気が紛れる ||| 気が紛れるわよ,I'm distracted. ||| You think all the ghosts we've seen would somehow make me feel better that Elise is gone. ||| Helps take the edge off.
気 が 触れる,3,気が触れぬのは幸運だ ||| 気が触れた人間の集まりだろうかと ||| 気が触れたか？,It is mere luck we are not all insane. ||| You think we're crazy. ||| Not yet. Are you crazy?
気 が 進む ない,3,老人を痛めつけるのは気が進まなかったので 打ちのめすのは留まったのさ ||| 飛行機に乗るのは 気が進まなかったろう ||| ヘレン ウォーカーに会うのは あまり気が進まない,"I could've beaten him, but I didn't want to hurt the old man. ||| I figure flying can't be too much fun for you. ||| Not exactly looking forward to seeing Helen Walker."
気 が 重い,3,ソファで寝ないと 気が重いわ ||| 気が重い ||| 仕方ないじゃない　無理して病気が 重くなったら困るでしょ。,"Please, Lucas, let me sleep on the couch. I'll feel bad. ||| No, you're not right. ||| There's nothing we can do. You don't want her to get worse, do you?"
気 に する,3,いいんだ 気にするな ||| また衣装か　そんなの 誰も気にしないってばよ ||| お前がこの事を、、気にする必要はないよ.,No worries. No worries. ||| Again with the costumes. No one cares what we're wearing. ||| Never mind that. You heard the man. Come on.
気 に なる,3,一つでも汚点を作れば すぐに出向だ お前みたいに なりたくもない病気になっても 周りのやつらから ||| 関係を持つなら 本気にならないと ||| ちょっと気になって→,you get transferred out immediately. there isn't a single word of apology from those guys around you. they hand you a one way ticket to no man's land. ||| If we do this we really did this. ||| It bothered me a little so
"気 に なる,いい 気 に なる",3,え？ レイチェルとつき合えて いい気になってるんじゃない？ ||| いい気になるな ||| 《フッ｡ なんて いい気になってるのかな？,"Greg, you hung out with Rachel once. ||| Don't let it go to your head. ||| As if. Am I getting ahead of myself?"
気 に 入る,3,格好いいと思います 気に入りました ||| 俺を睨み付けて 返事が気に入らなければ 俺を壁に叩きつけるんだな ||| 恐らく お前の若い魔女娘は 奴を次第に 気に入ったのだろう,"I think it's bad-ass. I like it. ||| You get in my face,tighten your jaw,then if I say something you don't like, you slam me against the wall. ||| Maybe your young witch has grown partial to his company."
気 に 掛かる,3,少し気に掛かるだろう 爆弾は作動してる ||| この余白が気に掛かる ||| どうも被害者の 家族の事が気に掛かる,This is gonna make you a little bit anxious. It's ticking. ||| I hate this margin. ||| and although my heart went out primarily to the families of the victims
